senid,sentence
616624,Sao shop k t lời mình nhỉ
616625,Mình lấy cả 3 nhé
616626,Newber cho mình xem màu ạ
616627,Teknum hay newber đều đc nha
616628,Teknum nhiêu ạ mình lấy màu này nha
616629,Với 2 cái đây
616630,Lấy mình newber trắng đen jumperoo xanh lá chân cong nha
616631,Xe tập đi này là 1 hãng hay sao ạ
616632,Tư vấn mình lấy thêm xe tập đi nữa ạ
616633,Thêm thanh chắn cầu thang lun nha b
616634,Tomorow bao nhiêu ạ
616635,Cả thanh chắn nữa
616636,Với 1 thanh chắn nữa nha
616637,TC 4 món
616638,Nối vào 2 trụ sắt này đc k ạ
616639,102cm b ơi
616640,Okie ạ TC giùm mình ck lun cho tiện
616641,Ship địa chỉ này thì bao lâu nhận ạ
616642,Bửu 0906611040 Nội thất Thành Hưng Quốc lộ 1A Ngã 3 Ngoài Tổ dân phố Phước Đa 3 Ninh Đa Ninh Hoà Khánh Hoà
616643,Okie ạ mình có chương trình tặng hay giảm j k ạ
616644,Ship về đc mình bao lâu nhận b ơi
616645,Để mình ck nhé shop có ship xe đc k nhà mình ngay quốc lộ 1A lun ạ
616646,Ui đc ạ
616647,Ck này phải k b
616648,mình ck rồi ạ
616649,B gửi xe hộ mình nha nhận cho tiện ạ
616650,Nói xe tới tượng đài 16 7 ngã 3 ngoài Ninh Hoà là xe bi t à
616651,Nhà mình ngay đấy lun
616652,Mình cũng hay nhận hàng cồng kềnh từ HN gửi vào bằng xe
616653,Khi nào gửi thì báo mình trước nha để canh nhận hàng ạ
616654,Gửi xe hộ mình chưa ạ
616655,Mai gửi giúp mình nhé
616656,Tại mình nhờ ng nhận giùm nên báo ngày chính xác ít
616657,Bên b có nồi nấu cháo chậm k ạ
616658,Mình bi t r nè mà ưng mua bên b nên có thì sẵn lấy lun ạ
616659,Gửi cho mình chưa ạ
616660,Ship liên hệ với mình r ạ Sợ bên b bán nh quá nên sót đơn mình thôi à
616661,Mình ck phí ship 360k cho b rồi ạ
616662,Loại này giá bao nhiêu vậy bạn
616663,Mình muốn mua địu Aprica có được xem hàng khi nhận hàng ko vậy shop 
616664,Mình thấy shopee ghi là shop tạm nghỉ là sao vậy
616665,Ui mình thấy còn đang trên fb cứ nghỉ là còn bán
616666,Order trực ti p bên bạn đc hok 
616667,Mình mua địu Aprica
616668,Giao tới tphcm đó bạn
616669,Phí ship bao nhiêu bạn 
616670,Cho mình thông tin chuyển khoản nha
616671,Có chuyển tiền ship luôn ko bạn 
616672,Vậy mình chuyển cho bạn 1440k đúng ko
616673,Bạn kiểm tra xem nhận đc chưa nha
616674,Số 9 Kinh Dương Vương P 12 Q 6 Tp hcm
616675,Khoảng mấy ngày thì nhận đc bạn
616676,Mình lấy địu màu đen nha
616677,0909544593
616678,Bạn gửi địu cho mình chưa vậy 
616679,So với Aprica thì chất lượng loại nào hơn
616680,Đợt này có sale xe đẩy combi hay aprica ko zậy shop 
616681,Ship vào Tp HCM thì phí bao nhiêu vậy bạn 
616682,Trên shopee hok có giảm hả bạn
616683,Combi handy S với Aprica Plus HS có gì khác nhau vậy bạn 
616684,Còn các chức năng khác y nhau hả bạn
616685,Chiều cao từ tính từ mặt đất cũng vậy luôn hay sao bạn
616686,Aprica có màu nào vậy bạn
616687,Này là màu đen phải hok bạn 
616688,Màu xanh h t rồi hả bạn
616689,Còn combi handy S thì có màu xanh ko bạn
616690,Cho mình order chi c màu xanh nha bạn
616691,Cho mình order xe đẩy nha bạn
616692,Nội dung CK th nào bạn 
616693,Vậy là mình chuyển cho bạn 5990k
616694,Hàng mới luôn phải hok bạn
616695,Mình chuyển tiền rồi
616696,Bạn kiểm tra nhé
616697,Mới gởi hàng hôm nay luôn hả bạn 
616698,Cho mình hỏi thanh chắn giường Umoo giá th nào vậy shop 
616699,Thanh chắn giường này ráp sao vậy shop
616700,Mình ở Tp HCM thì ship th nào
616701,Ship Tp HCM sao shop
616702,Trên tiki mình ko thấy shop đăng thanh chắn giường
616703,Trên shopee có ko bạn
616704,Bạn ơi bạn còn chậu tắm phao vịt munchkin không 
616705,B ơi b tư vấn giúp mình tiệt trùng hâm sữa của Fatz và Moaz thì cái nào ok hơn ạ 
616706,Cả cọ rửa bình sữa nữa
616707,Shop còn gh ăn dặm mastela 1015 k ạ
616708,Shope ơi
616709,Có mẫu t10 k shop ơi
616710,B cho mình link tiki hoặc shopee nhé ạ
616711,T10 ạ
616712,Shop cho m link tiki nhé p
616713,B ơi h t hàng ạ 
616714,Shop cho m link xúc xắc lại nhé
616715,B ơi voi ú oà bnhiu ạ
616716,máy này giá bnhiu vậy shop
616717,shop ơi cho mình xin giá máy pha sữa Tiny Baby nhé
616718,Này còn ko b
616719,bàn nhạc nayd còn ko shop bn ạ
616720,th ship cho mih
616721,qua 33 hag bún nhé
616722,va cho mih số tk de mih ck ship lẫn đồ choei luôn
616723,cho mình hỏi xe Vovo travel 2018 màu xám loại 1 chiều có hàng ko bạn 
616724,giá là bao nhiêu 
616725,có màu xám chứ bạn
616726,cái địu aprica 4 tư th có giá ntn
616727,ok bạn th mình lấy cái xe Vovo travel 2018 màu xám
616728,bạn Ship qua Hoàng quốc việt giúp mình
616729,free ship chứ bạn
616730,Mua xe 1 chiều tặng Chi u mát Màn chống bụi chống muỗi Hộc đựng sữa Túi bọc xe
616731,quà tặng thì gồm những cái này hả
616732,Người nhận hàng Cô Lan 0393800762 Chung cư Đông Đô Ngõ 100 Hoàng Quốc Việt Mới đổi tên thành Phố Nghĩa Đô 
616733,cho mình thời gian dự ki n
616734,để báo người nhà để nhận hàng
616735,nhà có em bé nên nhiều khi không cầm điện thoại
616736,Phí ship bn vây 
616737,Có gửi đc xe khách k shop
616738,Ra mĩ đình gửi xe về sam sung Bắc ninh cho m đc k
616739,Có cả xe máy vẫn nhận mà
616740,Bạn cứ ra mĩ đình có xe đi quảng ninh hải phòng đi qua sam sung thì gửi
616741,Ơ th này thì k đc xem hàng trước ah N u k đúng thì sao 
616742,Ok để hôm nào m qua xem
616743,Shop ơi E muốn mua cái nồi nấu bột cho bé và bộ đồ dùng cho trẻ ăn dặm Shop có ko gửi e mấy mẫu và cho e xin giá với nhé Tks shop 
616744,Shop có thể cho e tư vấn nên dùng bộ dụng cụ hãng nào thì tốt đc ko ạ
616745,Để e tìm mua
616746,Là của nc nào ạ
616747,Shop chỉ cho e chỗ mua với ạ
616748,Tks shop nhiều nhiều
616749,Tks shop nhé 
616750,Cái này giá bn ah 
616751,Có mặt để ngồi ko ah
616752,Cho mình xem bề mặt mông bé ngồi
616753,Bé có ngồi thoải mái ko ah
616754,Cho mình lấy cái này màu xanh
616755,Bạn gửi về 448 đường Nguyễn Văn Linh phường An Tảo tphy
616756,Chị Nga Sđt 84 86 9812248
616757,Shop cho stk
616758,Cho mình xem các mẫu gh ăn dặm chỗ shop đk ah 
616759,Gh này giá bn ah
616760,2 mẫu này giống nhau pk ah 
616761,Cái này có ngả lưng ra thêm ít nữa ko ah 
616762,Giá bn 
616763,Gh này có cả bánh xe pk
616764,Bạn chuyển về đc sau
616765,Đc 448 Nguyễn Văn Linh tp Hưng Yên Chị Nga Sđt 84 86 9812248
616766,Hình như chỗ bạn phải chuyển khoản trc 50 pk
616767,Mình đi chuyển luôn
616768,10phut nữa bạn nhận đc
616769,Có giống hình ko
616770,Shop ơi cho mình hỏi bánh xe gh này có lắp đc vào chân cao ko ah
616771,Lắp th nào ah Mình lần mãi ko ra
616772,Thanh chắn giá bn ah 
616773,Có của vào ko
616774,Đi vào kiểu gì s
616775,Để mình đo kích cỡ giường nhà m rồi nhắn lại
616776,Khung sắt ah e
616777,B ơi cho m giá bộ quây này với
616778,Cái chắn này có chắc chắn ko b Bé bám vào đứng lên có bị xê dịch ko b 
616779,E ơi bên e có bán địu ko 
616780,Có ảnh chi ti t phần gh ngồi cái này ko e 
616781,Vs địu này chịu đc bn kg e 
616782,Cái địu ở trên c thấy quảng cáo nói là gh ngồi nhg phần ngồi lại bị lõm nên muốn xem chi ti t
616783,Vậy địu comfy baby e còn màu ji
616784,Lấy cho c cái màu ghi nhé
616785,Chịu đc đ n 25kg ah em
616786,Số 45 Hàng Chuối Hà Nội Nhà xuất bản Giáo dục Việt Nam Công ty Bản đồ Tranh ảnh 
616787,Ship về đây cho c
616788,Chú Hùng 84 90 4545639
616789,Ship trong hôm nay giờ hành chính cho c nha
616790,Sh có máy này k ạ
616791,Khi nào có hàng lại vậy ạ
616792,Vs lại cho e tham khảo giá đc k ạ
616793,Cho em 1 chi c 1m8x2m tới 245 Tới 245 lương th vinh trung văn nam từ liêm hn sđt 0972195515 đây ạ
616794,Cho e mẫu này ạ
616795,Mấy giờ bên mình giao thảm cho e vậy ạ
616796,Giao cho e chiều nay đc k ạ
616797,Tối e lại k ở đây ạ
616798,Tầm 4r 5h ạ
616799,Mau này bn v ạ
616800,Kệ bỉm sữa bên mình còn ko a
616801,Ko tay voi cotay la sao chị
616802,Hàng đó cua ikea hay nursery ạ
616803,Có shoppe ko a
616804,Mình còn set quay hola ko ạ
616805,E muốn ki m set ko có cầu tuột với xich đu tại bé nhà e mới dc 9 tháng
616806,Mẫu giường này giá bao nhiu vậy shop
616807,Và kích thước th nào vậy ạ 
616808,Còn mền h t hả b
616809,Vậy m lấy cái tủ bát nha b Màu hồng
616810,Ship cod bn vậy b
616811,Tram nguyen 0937388773 Đc 159 l thái tổ ấp 1 xã hiệp phước huyện nhơn trạch đồng nai đối diện chợ Phước Thiền 
616812,Tổng bill nhiu b
616813,Luôn tiền ship
616814,Ok b Lấy chăn màu hồng cho m nha
616815,M chỉ mua 2 mon đó thôi b
616816,Thôi b gửi luôn đi
616817,Lỡ rồi bik sao h
616818,Chăn bao nhiu th b
616819,B ơi M có đặt thảm âm nhạc bên shoppee ák Mà kêu chờ xác nhận là đơn hành đã đặt đc chưa b
616820,M đặt từ hôm t6 tuần rồi ák
616821,Vậy là b nhận đc ui hả
616822,B khoan giao nha
616823,Để h m đặt thêm gói miracle nữa
616824,Mà shoppee là miễn ship hay sao b
616825,Gỗi chống ngath này bé mấy tháng nằm đc b
616826,Gối ko có áo gối hả b
616827,Vỏ gối màu gì v ạ
616828,Bé mấy tháng nằm đc v b 
616829,Làm sao huỷ đc hàng v b
616830,M vài hok thấy đơn hàng nào
616831,Vâyh h mình ti p tục đặt rồi b giao cùng 1 lượt ko đc hả
616832,P huỷ mới đc hay sao b
616833,Nó ghi là đang giao hàng nè b
616834,Gối chữ C mua thì sao chọn đc màu trên shopee b Hay giao ngẫu nhiên
616835,Gối chóng ngạt lúc này mìn gửi là vỏ gối như th này hả b
616836,B ơi gửi cho m xem ảnh nôi điện bên bạn nhé
616837,Giá nôi bao nhiêu v b 
616838,Cái này có bên shopee hok b
616839,Oh nhưng n u nhận hàng mà có lỗi hay gì rồi sao b
616840,Ý là mình gửi lại b bảo hành hay sao ák b
616841,Nhưng n u mình vừa nhận đc hàng mà hàng có trục trặc đc hay gì thì m phải gửi bạn hay hãng
616842,Oh con n u bảo hành gửi hãng là gửi ở đâu b
616843,Ở sài gòn có hok
616844,N u shopee ship thì khoảng mấy ngày có b
616845,Còn n u bên bạn giao thì phí ship bao nhiu b
616846,B cho mình kích thước của nôi luôn nhé
616847,Có cái bự hơn ko b
616848,Rộng 40 sao thấy nhỏ quá
616849,Bé này mấy tháng v b
616850,Ok cám ơn b Để m xem lại th nào Có gì inb b
616851,Xe baby grace phụ kiện kèm theo là gì v b 
616852,M mới thấytreen shopee để gí 1590 mà h lại là 2500
616853,H t giảm rồi hả b
616854,Trả giá chỗ nào b 
616855,M vô giỏ hàng thấy nó hiện lên giá này
616856,Còn giá lúc 11h là 1490 hả b
616857,Hok hiểu gì h t luôn
616858,Àk V h mình đặt là 1550 hả b
616859,Àh Xe có thanh chắn ngang bảo vệ ko b
616860,M thấy 1 số xe có mà ảnh chụp bên b hok thấy
616861,Trọng lượng 5kg8 và có thể hạ cho bé nằm đc p ko b
616862,Vì bé mình mới 3th thôi hà
616863,Bạn ơi bể bơi đứng tặng kèm phao cổ luôn hả b
616864,Bộ quây bóng có kích thước 1m8 2m ko b
616865,Quây hàn quốc áh b
616866,M lấy 1 vòi sen hướng dương bạn nha
616867,1 bể bơi thành cao 80
616868,80 80cm
616869,B gửi link shoppe mình đặt nhé
616870,M đặt rồi nha b
616871,Mẫu này về hàng chưa bạn Giá luôn nha
616872,Tiền ship là bao nhiu v shop
616873,Biên hoà đồng nai b nha
616874,Sao chỉ thấy quây TQxK vậy qb
616875,Ko thấy quây Hàn quốc
616876,Ban gửi link mình quây hàn quốc đi M tìm hoài ko thấy quây hàn quốc
616877,Bạn ơi gửi link shopee nha Lên shoppe ko thấy sản phẩm quây hàn quốc
616878,B ơi Quay hàn quốc size xxl gốc tròn là 2m1x2m1 là tính kích thước bên trong lòng quây hay bên ngoài v b
616879,Loại gốc vuông với gốc tròn Loại nào chắc chắn hơn v bạn
616880,M đang cần kích thước 1m8 x2m
616881,Vì mình quây luôn cái giường ngủ
616882,Để mình đo giường kỹ lại xem Phí ship bao nhiu á bạn
616883,Còn shopee nhiu bạn
616884,N u ko lấy bóng thì có trừ tiền ra ko b
616885,Vậy b gửi link shoppe quây xxl nha Quay góc tròn M xem phí ship bao nhiu
616886,Mình vừa đặt shopee đó bạn M lấy size XXL kích thước 2m1 Góc tròn Màu xanh hồng trắng ghi nha
616887,B lấy đúng màu cho mình nha
616888,Hôm trước m đặt vớ bé gái mà giao vớ bé trai
616889,Kệ này còn ko shop
616890,L giá bao nhiu bạn
616891,Ship tp biên hoà thì bao nhiêu bạn Xuất xứ trung quốc hay đâu bạn
616892,Oh Cám ơn b nè
616893,Đá khô này dùng đc mấy ti ng ở ngoaig th c
616894,Đá này để trong tủ lạnh mấy tieng thì bỏ ra ngoài đc ạ
616895,Bình sữa với xe đẩy nhà c có sẵn k
616896,E muốn qua xem trực ti p
616897,Ok c Th 5 ngày nữa e qua là có sẵn xe đẩy phải k
616898,Mấy loại này nayd
616899,5 ngayd nuẫ có về k c
616900,Th nhad c có mẫu nào sẵn k
616901,Vâng E qua xem mẫu thôi
616902,Xong e đặt
616903,K cần lấy ngay đâu
616904,E muốn xem trực ti p 
616905,Về mà c chưa trả hàng thì c gọi e nhed
616906,E qua mua mấy thứ
616907,Số đt của e 0989210588
616908,Ok c Hàng về e qua xưm
616909,Ak cho e hỏi Cái đá khô để trong ngăn đá mấy ti ng thì bỏ ra dùng đc ạ
616910,C ơi c về xe đẩy al
616911,Mai ship cho mình tới địa chỉ này nhé
616912,C ơi mai ship cho e tới địa chỉ 119 48 hồ đắc di số nhà 16 Số đt 0989210588
616913,Trc khi ship thì báo trc mình nhé
616914,Xe nayd còn k shop
616915,Ship cho mình 1 cái tới ngõ 119 48 số nhà 16 hồ đắc di
616916,Điện thoại 0989210588
616917,Cái này bn ak
616918,Nhận dc xe của shop ròii
616919,Xe chắc chắn Đẹp lắm
616920,B ơi báo giá cho mình loại cũi này với
616921,Hàng có sẵn luôn k b 
616922,Có review gì thêm cho mình về loại cũi này k b ơi Mình sinh bé đầu đag tìm hiểu để mua loại hợp l 
616923,Kích cỡ cụ thể cũi này là bn b 
616924,B có cái ảnh chụp thật nào của em cũi này k 
616925,Mình ở tỉnh xa nên k trực ti p qa xem đc
616926,Oke Để tối mình xem vs trao đổi qa vs chồng r mình đặt mhea
616927,Ah ship về Yên Bái thì th nào b
616928,Cách thức thanh toán th nào
616929,Oke N u đặt chắc m sẽ đặt chuyển qa oto cho tiện
616930,Bên mình thanh toán phí ship ah
616931,Ah cho mình hỏi dòng này có loại có giá đỡ thay tã giá cao hơn đúng k 
616932,Loại đấy kích thước cũng vậy nhưng thêm cái giá đỡ thay tã ah hay còn thêm chức năg gì nữa k b 
616933,Uh chủ y u muốn tìm 2 em tiện lợi mà chất lượng í
616934,Chắc em 2600k là oke r nhie
616935,Mình cũng thấy nhìu b gthieu nhà m nên cũng mới bi t
616936,Oke Để tối t xem r t đặt loại nào sẽ báo b nhé
616937,Dạ shop cho em hỏi này bao nhiêu ạ
616938,Ở đà nẵng bạn ơi
616939,Lỡ ko đc sao b
616940,Ý là hàng chất lượng ko như hình
616941,Phí ship về khoảng bn b
616942,Cám ơn shop để mình tham khảo lại
616943,Bao nhiều z shop
616944,Phải mua trọn bộ hay lấy mà bớt 1 thứ dc k shop
616945,Ship tiền Giang sao shop
616946,Có hỗ trợ lắp k ạ
616947,Vậy thôi shop Tiền ship quá trời
616948,Hàng xách tay hay gì bạn ui 
616949,Bnhiu b oi 
616950,shop còn máy pump 2250k không
616951,đấy là máy cũ hả b
616952,còn máy mới giá bn hả b
616953,cũng loại này nhé
616954,shop có chuối gặm nướu cho bé ko
616955,có thảm chơi cho bé ko b
616956,tiện mình lấy luôn
616957,à m chỉ cần thảm trải ra cho bé tập bò thôi
616958,ship giúp mình đ n số 7 ngõ 933 hồng hà hoàn ki m nhé 01649696949 Một quả chuối gặm nướu nhé thanks shop
616959,m ko bi t search trên shoppe
616960,hay gửi mẫu qua đây giúp m để m chọn luôn nhé
616961,Shop cho mình hỏi là bộ này với bộ Medela pumb đầy đủ có j khác nhau k 
616962,1 1 triệu hả shop 
616963,Shop cho mình số tài khoản nhé
616964,Mình chuyển trong HN có mất phí ship k 
616965,Mình chuyển shop là 1 130 000 nhé
616966,Hộp này có to k bạn 
616967,Mình đã chuyển tiền
616968,Shop chuyển giúp cho bạn Lê Thị Ngọc Bé P 405 CT1 chung cư viện 103 Thanh Trì Hà Nội sđt 091 6004149
616969,Cảm ơn shop trc nhé 
616970,Địa chỉ chỉ có th thôi bạn ạ
616971,Xã Tân Triều bạn ạ
616972,Bạn chưa ship hàng cho mình ah 
616973,Đang háo hức có đồ mới
616974,Mình vẫn chưa nhận đc đồ nhé
616975,Ok bạn Cảm ơn bạn nhé
616976,Bạn ktra lại hàng giúp mình với nhé 
616977,Ngay khu Văn Quán mà
616978,Có gì shop chuyển giúp mình
616979,Mình tặng bạn mà để bạn chờ lâu
616980,Sợ bạn ấy đi đẻ lại k ai ở nhà nhận
616981,Trc khi ship hàng bạn gọi sđt mình gửi ấy
616982,Vì bạn ấy đi đẻ rồi giờ chưa về
616983,Bạn ấy có nhà thì bạn chuyển hộ mình nhé
616984,Cho mình 1 chăn lông cừu nhé
616985,Mình muốn chuyển về Hải Dương để tặng thì tổng tiền là bnhieu shop 
616986,Th mình chuyển 500k nhé
616987,Bạn chuyển về địa chỉ Đinh Thị Vân số 5 ngõ 6 đường Hồng Quang TP Hải Dương Hải Dương sđt 01697357064
616988,Còn cái thảm cho e bé là bạn mình vẫn chưa nhận nhé bạn ấy vẫn ở trên viện chưa về đâu Món này bạn nhớ lưu giúp mình đấy
616989,Bạn ấy đi đẻ từ đêm hôm 11 rồi
616990,Ban ngày nhà bạn ấy k có ai ở nhà đâu cậu ạ
616991,Vì giờ đang ở trên viện mà
616992,Giờ may ra tối mới có ng
616993,Tin tưởng bạn thôi
616994,Tơ nghĩ có trục trặc thôi chứ chả có vấn đề j
616995,Lần này mà bị nữa thì mới cạch
616996,1 lần thì chưa nói đc j 
616997,Tớ nghĩ bạn tớ đang k ở nhà nên chưa giao đc thì cũng bt ấy mà
616998,Bạn ơi mai là mình có thể nhận đc chăn chưa 
616999,Còn thảm chơi cho bé thì th nào hả bạn 
617000,Thảm là do bạn tớ thật đấy Bạn ấy chưa đc ra viện Chỉ tối mới có ng ở nhà thôi Mà bên 247 chắc k làm tối
617001,Chồng thì ở trên viện chăm vợ
617002,Nhà neo ng nên k có ai
617003,Ah Để tớ hỏi lại bạn nhé
617004,A ha shop ơi
617005,Bạn đã nhận đc rồi
617006,5h chiều nay mình đã nhận đc chăn ấm nhé 
617007,Shop mình có gh như th này k 
617008,Đắt quá tớ chịu k nổi
617009,Chắc tớ chuyển
617010,K mua đc
617011,Nhu cầu của tớ là gh cho bé nằm chơi ngồi ăn rung cơm cũng đc
617012,K cần phải auto
