senid,sentence
338144,Như này đấy
338145,Cho mình một chi u lụa điều hoà mầu tím nhạt và một set khăn số 3 nhé
338146,Địa chỉ vẫn vậy
338147,Giao trong sáng mai được k
338148,Th tối cũng được nhé
338149,Tới trước 8h tối nhé cậu
338150,Số của tớ 0915632345
338151,Bên bạn có thìa ăn dặm
338152,Cái thìa găn cái bình
338153,Bình đó bằng silicon à
338154,Có hâm đươcj trong bình ủ sữa k
338155,Mà tớ hỏi cái
338156,Tớ mua cái túi ủ sữa của cậu
338157,Ít khi dùng
338158,Nhưng hai lần gần đây dùng
338159,Trước khi dùng đun chất lỏng ra
338160,Sau khởi động cái đồng xu
338161,Nó toàn k đông chất đó lại bạn à
338162,K bi t có phải hỏng k
338163,Hoặc nó có đông thì đông rất chậm
338164,Mấy ngày sau mí đông 
338165,K như lần đầu dùng
338166,Ấn đồng xu đó
338167,Là nó cứng ngay
338168,Bạn gửi cho tớ hướng dẫn rùi
338169,Tớ có làm đúng th 
338170,Vài lần đầu thì được oki ngay
338171,Hai lần gần đây
338172,Toàn bị vậy
338173,Bạn hỏi hộ tớ cái
338174,Xem họ trả lời sao
338175,Còn bình thìa ăn dặm
338176,Là bằng silicon à
338177,Nó hâm lại được trong máy hâm sữa k cậu
338178,Ôi n u vậy khi còn bột mà nguội thì lại phải tháo h t cổ ra sau đó mới đặt vào máy hâm được à
338179,Chụp cho mình xin cái ảnh mình xem qua cái được k
338180,Xe này bao nhiêu ấy ơi
338181,Th cái này cậu ơi
338182,Oki cậu Để tớ cân nhắc rùi nhắn cậu
338183,Cái này hãng gì cậu ơi
338184,Kích thước cái này bao nhiu ấy ơi
338185,Có hình chụp thật k ấy ơi Mầu sắc thật ở ngoài như nào nhỉ Đây tớ sợ ảnh chụp mẫu chứ mầu ở ngoài k tươi tắn thì chán lắm 
338186,Cái này có giặt máy đc k b 
338187,Uki cậu Để mình cân tính toán rùi nhắn lại cậu
338188,Bạn ơi cho mjnhf hỏi
338189,Giá cái này bao nhiêu
338190,Cả cái quây vải
338191,Cái quây vải lục giác 
338192,Quây nhựa kia có chắc chắn k Tức là khi bé đứng lên vịn đi men thoải mái chứ Có tháo rời gọn gàng được k nhỉ
338193,Th còn cái quây vải lục giác kia
338194,Có chắc k
338195,Vẫn đi men thoải mái chứ
338196,Tại mình thấy quay vải
338197,Cái đáy nó mềm
338198,Mình sợ đi lại k chắc chắn
338199,Cái quây vải cũng tháo rời và gấp gọn gàng được chứ
338200,Uki Để mình hỏi lại rồi nhắn bạn nhé
338201,Cho mình một quây vải lục giác nhé
338202,Có mầu gì bạn nhỉ
338203,Có mất ship k nhỉ
338204,Vẫn tặng bóng chứ
338205,Nó có mùi sơn hay nhựa gì k nhỉ
338206,Ship tới nguyễn thái học
338207,Ngã tư lê trực
338208,Trịnh hoài đức
338209,Max th 
338210,Bao giờ ship được nhỉ
338211,Mầu xanh navy như nào bạn
338212,Cho mình xem cái mầu của nó đuọc k
338213,Lắp záp đơn giản k bạn
338214,Chiều nay sau 5h chiều ship tới địa chỉ nhà mình được k
338215,Tại lúc đó mình mới có nhà
338216,Phòng 405 nhà B tập thể uỷ ban thể dục thể thao phố l văn phức phường cát linh quận đống đa nhé
338217,Sau 5h chiều nhrs
338218,0915632345
338219,Cho người nào hương dẫn tháo lắp được
338220,Tới hướng dẫn mình nhé
338221,Tại tới ngu lắm
338222,N u vậy mình làm sao lắm được
338223,Thôi được rồi
338224,Có gì lh với các bạn
338225,Rồi cho người lắp hay hương dẫn nhé
338226,bạn ơi bên bạn có bóng bán ngoài k
338227,100 quả bóng về được có tí
338228,chắc phải mua thêm
338229,vả lại bóng đó bé quá
338230,k bi t bên bạn có bóng to hơn
338231,Báo giá mình xe này bạn ơi
338232,Cho mình bộ này tới đc 111 trần duy hưng cầu giấy nhé 0915632345
338233,Cái này là chung 1 bộ mi ng lót vs gối pk cj
338234,Giá lun ạ
338235,Ship k shop ơi
338236,Mình ở tuy hoà ạ
338237,Có màu đen k ạ
338238, Mình đặt trên shoppee r đó shop
338239,Cho e xin giá 2 đồ này vs ạ
338240,Shop oi ship e 1 xe này nhé
338241,E o 289 cách mạng phường hiệp thành thủ dầu một bình dương
338242,Có mien ship ko chị
338243,Chị ơi e dat tren shopee roi mà ko bk dx chua chị
338244,Bạn ơi bên bạn có khăn quấn trẻ sơ sinh như trọng bụng mẹ k 
338245,Mình xin tư vấn về đồ chặn cửa chặn cầu thang nhé
338246,Cầu thang nhà mình rộng tầm m1
338247,Thì phải mua thêm 2 thanh 12cm đúng ko
338248,Mà một bên vào tường còn một bên vào song của cầu thang nhưng bên vào song thì lại là vào góc chứ ko vào cạnh của song
338249,Thì có cố định đc ko vậy
338250,Nó ko có dụng cụ như này ạ
338251,Shop còn bộ này ko
338252,Ship kiểu ji nhỉ
338253,Phí chuyển như nào
338254,Cho mình stk nào
338255,Còn tiền ship thì thanh toán vs bên giao hàng à
338256,Ok chốt cho mình đơn hàng này nhé chiều chuyển khoản mình sẽ báo lại
338257,Nguyễn Thanh Sơn Sđt 094 6363993 Đc 390 Lê Lai phường Đông Sơn tp Thanh Hoá
338258,Shop gửi hàng cho mình sớm theo địa chỉ trên
338259,Shop gửi hàng mình chưa vậy
338260,Ko thấy thông tin ji lại cho mình
338261,Tầm Bao ngày mình nhận đc hàng
338262,Gửi hàng trong ngày hnay luôn mình nhé
338263,E vừa gọi điện cho shop đấy ạ
338264,Em ở tp hải dương
338265,Shipcod giúp e được ko ạ
338266,B báo giá cho m vs
338267,Bạn ơi cái bộ này còn k a
338268,Tại con m giờ mới chơi đc
338269,Da oke a
338270,N u order đc thì giá bn a
338271,Thanh chắn cua cầu thang ban đầu có chiều dài bn ha bạn
338272,oke de m đo lại cầu thang
338273,rồi m báo nhe
338274,Thanh này còn k a
338275,1 nối chính và 2 thanh 12 a
338276,Mh có thấy giá đâu b 
338277,Phần bọc da tháo rời đc ko bạn Tháo bọc da ra thì gh vẫn ngồi đc chứ bạn 
338278,4 cấp độ cao của gh là th nào
338279,M ko thấy ảnh
338280,Theo video trên shoppe m thấy có 2 mức cao thôi
338281,Ừa m có đọc n trong video và ảnh ko thấy 4 độ cao
338282,Bạn cho m lấy 1 cái ship về bv Vinmec Timescity về giúp nhé
338283,Ng nhận Dung tại Nhà thuốc bv Sdt 0904244608
338284,Trong giờ hc
338285,Cho con trai
338286,bộ lều này bnhiu v shop
338287,bóng nữa thi bnhiu b
338288,Bnhieu Shop 
338289,Giuong nhựa ah b
338290,B o đau b
338291,B tính giúp t
338292,Xem cước Lào cai giá the nào nhe
338293,Síp thành phố Mom a
338294,Xe nay có màu hồng cho bé gái ko
338295,Day b
338296,B co kiểu như này ko b
338297,Mẫu này co nằm dc ko b
338298,Shop có sẵn mẫu xe này k
338299,Giá bgio là bn vậy b 
338300,N u mình lấy 2 chi c thì có đc giảm giá k b
338301,Thạch bàn long biên b ạ
338302,Chỉ đc free ship thôi à b
338303,T k có điaj chỉ nào gần hơn c ạ
338304,Mua trên shopee đc free ship b ạ
338305,Giá cũng 538k ấy
338306,T cảm ơn nhé 
338307,mình muốn đặt thanh chắn cầu thang bên bạn có giao ngay đc k 
338308,hay fai đặt qua shopee vậy
338309,bên bạn có máy hút sữa k
338310,báo giá luôn giúp mình
338311,mình muốn tìm máy like new và phụ kiện mới
338312,van phễu bình mới
338313,th phụ kiện cũ của máy mình có đc nhận nữa k b
338314,hay đổi thành phụ kiện mới luôn
338315,tặng áo hút sữa và dụng cụ vệ sinh đúng k
338316,túi bảo quản sữa lạnh đó á b
338317,01 áo hút sữa rảnh tay 01 dụng cụ vệ sinh dây tubing 01 set bảo quản lạnh sữa gồm 01 túi bảo quản lạnh 02 pack đá gel 
338318,có fai đây k
338319,n u lấy máy hút sữa và chắn càu thang thì bạn có ship cho mình k
338320,hay vẫn fai qua shopee
338321,thạch bàn long biên b ạ
338322,check xem có free ship đc cho mình k nhé
338323,có động cơ nên mình k muốn ship qua shopee b ạ
338324,k check đc hàng
338325,mình có đứa bạn ở Đường nc phần lan
338326,có gần chỗ b k
338327,để mình hỏi xem nó có nhận đc cho k vậy
338328,b ơi t k nhờ đc bạn t nhận hàng mai b ship cho t qua 113 trần duy hưng vậy nhé
338329,gần hơn thạch bàn 
338330,đ n đó phí ship bn th 
338331,tính giá cho t
338332,sắp đủ đồ cho t nhé
338333,máy có bảo hành đúng k
338334,0977003169
338335,check mãy giúp mình trc khi giao nhé
338336,check máy giúp mình
338337,giao trong giờ hành chính bạn nhé
338338,1 bộ 2 phễu 2 van trắng 2 van vàng giá bn nhỉ
338339,mình hỏi hộ e mình nó muốn mua thêm
338340,phễu trong bộ bạn giao cho mình là size bn vậy
338341,size 24 hay 27
338342,bình của mình lấy là bình trong hay bình logo
338343,bình có nắp vàng k b
338344,ph u 27 là loại dài à b
338345,còn 24 là loại ngắn hơn à
338346,t muốn lấy loại 24 thui 
338347,cho nó gọn
338348,bạn chọn cho t size 24 nhé
338349,vì em t đàu ngực bé
338350,miễn sao phụ kiện mới là đc b ạ
338351,ok b mai giao giúp mình nhé
338352,giá vẫn vậy hay mình fai bù them tiền b
338353,hnay k ship hàng cho mình à b
338354,sắp đ n giờ mình về mất rùi
338355,b ơi hnay giao hàng cho mình nhé
338356,đừng giao muộn quá nhé
338357,hôm qua giao thì có ng chở hnay bạn giao có dây thì cho mình xin thêm đoạn dây để mình buộc cái chắn
338358,k thì k chở về nhà đc
338359,cho mình thêm 2 van trắng để thay th nhé
338360,lấy cho mình ấy
338361,cho mình hỏi nốt
338362,cái túi giữ lạnh là túi đen đó à
338363,hay túi kiểu j
338364, 01 set bảo quản lạnh sữa gồm 01 túi bảo quản lạnh 02 pack đá gel
338365,bạn có hình k
338366,có ng hỏi nhờ mình lấy
338367,mà k bi t túi kiểu j
338368,túi đó bằng vải à b
338369,n u bạn bán lẻ thì bn
338370,th b giao giúp mình 3 cái mình đặt nhé
338371,máy hút sữa van trắng thanh chắn
338372,b ơi túi giữ nhiệt medela bên bạn bán bn 
338373,có bán túi rời k b
338374,mình nhận đc máy hút sữa rồi nhé
338375,nhưng hình như thi u bộ vệ sinh dây
338376,mình chưa ktra kỹ nên k bi t có fai nhìn xót k
338377,vì lúc ấy bận nhận đồ xong chỉ ktra mỗi máy rồi lên phòng luôn
338378,vậy chắc trong áo rùi
338379,vì mình k mở áo ra xem
338380,ok b b nói vậy thì mình yên tâm rùi
338381,cảm ơn b nhìu nhé
338382,b oi dây tua bin 1 dây bị lỗi b ạ k cắm đc vào cổ phễu do bị lỏng cứ cắm vào lại tuột ra
338383,b có đổi đc giúp mình k
338384,và mình muốn lấy thêm 1 bộ chặn cửa nữa
338385,dây hút bị lỏng b ạ
338386,hic n u k đổi đc thì thôi vậy mình dán băng dính cho nó chặt vào vậy
338387,chặn cửa bgio lại về ti p b
338388,th mình mang dây qua bên bạn đổi nhé
338389,ok để mình thuê ng mang qua
338390,b ơi về chặn cửa chưa để mình đặt
338391,cả loại này có sẵn hàng k b
338392,quây này có sợ lật k nhỉ
338393,vậy m đặt shopee nhé 
338394,b ơi thanh chắn cửa tăng giá à b
338395,b tư vấn giúp mình bộ quây bóng đc k
338396,quây nhựa hay quây vải ấy
338397,mình vẫn lăn tăn quây vải sợ con nó dựa vào sẽ đổ mất
338398,kích thuoc va tnao b
338399,giá tnao b
338400,mình vừa đặt thanh chắn cửa b nhé xác nhận đơn hàng và giao giúp mình với
338401,bạn chó này có 1 màu thôi à shop
338402,có fai màu này k
338403,Gư i tphcm dc k b
338404,Xe thăng bằng bnhiu shop
338405,Cái này nữa ak
338406,Có free ship ko ak
338407,Xe ship bnhiu ak
338408,Bên shop còn bể bơi cho bé k
338409,Shboiw
338410,Con khi gắn ở tay
338411,Giờ có ship dc k
338412,Bé mấy mn thì chơi dc
338413,Đường kính cái khung tròn 
338414,Giá bn b ô
338415,Mai ship cho mình 2 chú khỉ đ n km8 800 đại lộ thăng long nhé
338416,1 màu đỏ 1 màu xanh
338417,S báo ship chuyển qua 22 u3 khu đô thị đô nghĩa hà đông giúp mình nhé Cuối đường lê văn lương kéo dài
338418,Ship trước 4h chiều
338419,Balo này còn k b
338420,Ship cho mình hôm nay trong h hành chính qua BT5 dãy nhà 18 4 134 thanh bình mỗ lao hà đông dc k d
338421,01689924194
338422,Trong h hành chính hnay ship cho mình nhé
338423,Cho mịn số shipper
338424,Bên b ghi nhầm địa chỉ gửi hàng cho mình
338425,Chó bông bn b ơi
338426,Ship h luôn dc k nhi
338427,Gan Thiên đường bảo sơn b
338428,Th mai ship cho mình qua BT5 dãy nhà 18 4 số 134 thanh bình Hà đông nhé
338429,Chuận rùi
338430,B ơi máy pha sữa Tini giá bn b
338431,Để xuống dưới dát giường này đc ko
338432,À tớ vừa gọi hỏi thanh chắn giường đấy shop
338433,Bắt vít sau này tháo ra thì để lại lỗ à bạn
338434,Để xuống dưới cái dát giường ko đc à b
338435,Có loại bắt vít cũng đc mà để dưới đệm cũng đc à bạn
338436,Shop có bình trữ sữa plora ko
338437,Sắp tới có hàng ko ahop
338438,Cho mình 1 xe Màu ntn nhé
338439,Địa chỉ bệnh viện phong và da liễu tỉnh sơn la Bản cọ p chiềng an tp sơn la tỉnh sơn la
338440,Số đt 0976524877
338441,Th để mình qua đó đặt nhé Bạn huỷ đơn hộ mình nhé 
338442,Shop ơi Mình đặt xe này của shop bên shoppe mà 1 lần bị huỷ vì bên mình k giao hàng cho bên chuyển phát Mình mới đặt lại thì thấy ghi chờ lấy hàng từ hqua đ n giờ mà chưa đc Cho mình hỏi bên mình h t mẫu xe này rồi à
338443,Thảm nhạc shop có ship tỉnh k ạ
338444,Inb mình giá thảm nha bạn
338445,1tham 550k hả bạn
338446,Xe 750 lưng xe ngả dc k b
338447,Co loai nao
338448,Thu gon dccnua k b
338449,Co video
338450,Xe day umo k b
338451,Mình có đặt 2 gh ăn ko thất bên shop liên lạc
338452,Đặt từ 25 6
338453,Giờ còn kmai ko
338454,Gh ăn mastela màu hồng và màu xám
338455,Tphcm shop oie
338456,Xe đẩy vovo hai chiều giá bao nhiêu vậy shop
338457,bên mình còn gh konig kids k ạ
338458,E đag cần tham khảo một số loại máy ch bi n thực phẩm cho bé ạ Không bi t bên shop mh có những loại nào ạ
338459,Shop cho e xem hình vs báo giá từng loại cho e nha
338460,Mà màu trong video là màu xanh nhạt hay ghi xám đó ạ
338461,E lấy màu xanh nhạt hơi ngả xanh nha shop
338462,E đặt qua shoppee r đó ạ Shop vào xác nhận nha
338463,Giờ e lấy thêm gặm nướu cùng đơn hàng e mới đặt khi nãy dc ko ah
338464,Để e làm liền
338465,Mà gặm nướu chuối có hộp đựng ko ạ
338466,Để e ck luon
338467,Ròi đó ạ
338468,Vietcom ạ
338469,Shop ơi e dag cần mua 1 số sản phẩm phụ vụ cho việc ăn dặm ạ
338470,Gh ăn newber này hnay giá bnhiu ạ
338471,Shop ơi Đợi tin shop như đợi lương ck về 
338472,Shop oi rep inb e vs ạ 
338473,E mua tằm 10 sp thì có dc free ship ko ạ
338474,Gh ăn dặm thảm gấp gh hơi richell túi nhai Voi banh tập bò Cốc uống 3 giai đoạn goiis bve đầu bàn chải xỏ ngón 
338475,Shop tính thử ship là bnhiu n u e ck trước ạ
338476,Gh shop còn màu xanh này á hả
338477,Thảm gấp có số do bnhiu ạ
338478,Mà shop xem phí ship bao nhiu ạ Ship về bảo lâm lâm đồng nhe
338479,Gh ăn dặm nêwber
338480,Cóc tập uông richell
338481,Gh tập ngồi
338482,Túi nhai vải có nắp
338483,Voi ú oà
338484,Bàn chải xỏ ngón
338485,Gối bve đầu
338486,Gh ăn newber mh là hàng 2018 fk ạ
338487,Dạ Shop check coi mấy sp of e còn ko ạ
338488,Tại e thấy gh ăn bên shop rẻ hơn mấy chỗ khác tằm 5 700 lần nên e hơi thắc mắc ko bi t là mẫu mới hay cũ ạ
338489,Gh tập ngồi richell ạ
338490,Dạ gh hơi richell giá sao báo luon cho e đi ạ
338491,Dạ tổng h t cho e đi
338492,E lấy luon
338493,E lấy gối bve đầu og nâu nha
338494,Shop tính tổng nguyên đơn hàng của e là cước bnhiu
338495,Shop ới chốt nhanh cho e đê để e tính như nào
338496,Giở e ck hay sao ạ
338497,Là chỉ ck trk tiền hàng thoi đúng ko ạ
338498,Còn phí ship là khi nào nhận thi mới thánh toán hả
338499,Dạ chậm thì khoảng mấy ngày có ah
338500,Để t e đi ck cho nha
338501,Ghê hoi trên shop báo 559 mà
338502,Thảm e lấy kiểu nay nha
338503,Này đi ạ
338504,E dag đi
338505,Ch t cha e quên ghi nội dung ck ròi 
338506,À e quên chưa nhắn 
338507,Hoang Kim 79 trần phú lộc thắng bảo lâm Lâm đồng
338508,Sdt 0394570530
338509,Voi ghi ạ
338510,Gối bv đầu ong nâu nha shop
338511,Tay hồng ạ
338512,Test h t chức năg của mấy mon kia dum e luon nha
338513,Có gh chưa ạ shop 
338514,Dạ oke ạ 
338515,Dạ vậy để e cái màu ghi nha
338516,Dạ hnay shop đã gửi hàng ròi ạ 
338517,Dạ oke ạ e cám ơn
338518,Hnay e nhận dc hàg ròi nè
338519,Mà thi u cái bóng tập bò á shop
338520,E kiểm tra hàng thì thaay thi u cái bóng tập bò á shop
338521,À vậy shop ck cho e đi nha ròi ít bửa có j hot e lại mua sau nha
338522,À khoang để e gửi lại số khác cho
338523,Cái này là túi nhai silicon hả shop
338524,Gửi nhầm cho e r e mua túi vải mà 
338525,Dạ vậy đắt hơn bnhiu thì shop trừ vào tiền kia cho e nha
338526,E bi t silicon đắt hơn loại vải nên e mới nt lại cho shop đó ạ
338527,070046215761
338528,Tăng ngọc nga
338529,Ngân hàg saccombank chi nhánh tân châu an giang
338530,Dạ để e check
338531,E nhận dc ròi nha shop
338532,Shop oi có loại gh này ko ạ
338533,Shop oi set hola này bên mh bao nhiu ạ
338534,Chi e xin giá ạ
338535,Shop ơi quây ko thì bnhiu ạ
338536,Shop oi shop check dùm e coi ship về lâm đồng bnhiu ạ
338537,Shop có mấy loại đồ chơi nhà tắm nhỏ nhỏ ko ạ
338538,Sinh vật biển shop bán bnhiu ạ
338539,Dạ thoi để e lấy trước cái lều nha
338540,79 17 trần phú lộc thắng bảo lâm lâm đồng Sdt 0394570530
338541,Dạ oke ah
338542,Cho e stkđi
338543,T rảnh e đi
338544,Ui shop ơi
338545,Hnay t7 ròi
338546,T2 e ck nha
338547,E lấy cái lều bóng này ah
338548,E ck ròi đó ạ
338549,Dạ viettinbank ạ 
338550,Dạ đợi e xí
338551,Tầm mấy ngày ạ
338552,Èo còn lâu hơn lần trước e mua nua luon
338553,E nhận dc lều bóng ròi ạ
338554,Cái mi ng đen này
338555,E ngâm cứu nãy jo mà ko bi t lắp làm sao nua
338556,Dạ e bi t ròi Nhưng mà e ko bi t làm sao để nó lắp vô cái khung dưới h t á
338557,Ây da
338558,Oke h t ròi ạ
338559,Dạ oke lắm ròi ạ 
338560,Oke ạ để xong h t ròi e gửi ảnh cho nha
338561,Cười tít mắt luon ạ 
338562,Dạ e cám ơn ạ 
338563,Báo giá e cái này ạ
338564,Check ib e 
338565,Cua tạo bọt bnhiu ạ
338566,Shop check ship dùm e vs ạ
338567,Bảo lâm lâm đồmg ạ
338568,E lấy chi c xe luon nha
338569,Để tằm mai e đi ck cho shop nha
338570,Dạ e biêt ròi ạ
338571,À shop ơi E quên hỏi xe đảy đó có cứng cáp chắc chắn ko ạ
338572,Shop ơi mh có y m máng silicon ko ạ
338573,Bnhiu 1 cái y m ạ
338574,Mấy nay do nhà e có t chuyện nên e ko đi ck cho shop dc
338575,Giá xe này vẫn là 520k ko ạ
338576,Check ib e shop ơi
338577,E muốn mua chi c này shop ơi
338578,Shop báo giá cho e đi
338579,Vs e lấy cái y m silicon luon nha
338580,Trưa e đi ck xong e nt cho ạ
338581,Agribank á shop
338582,Vs chi c này ạ
338583,Dạ oke để e ngâm cứu
338584,E lấy chi c chòi chân này nha
338585,Ck ạ
338586,Giá này như nào ạ
338587,Shop check giúp e
338588,Agribank đó ạ
338589,Shop gửi luon cho e đi nha xe nhà e bị hư ròi 
338590,Đủng ròi ạ
338591,Hàg cam k t đẹp fai ko ạ
338592,Cod ko ạ
338593,Mà mh chỉ xả 2 mẫu này thoi hả shop
338594,Còn mẫu nào nữa ko ah
338595,Shop gửi e link sản phẩm trên tiki đi ah
338596,E tìm mà ko thấyp
338597,E có đặt 1 con thú nhún trên shoppee đó ạ
338598,Shop xác nhận ròi gửi hagg cho e nha
338599,Shop ơi thảm silicon hàn koa còn ko ak Báo giá và kích thuóc giúp mình vơi
338600,Shop ơi thảm koa về chưa ạ
338601,Còn mẫu này ko shop ơi
338602,Ngoài mẫu này ra có mẫu nào nữa ko ạ
338603,Có kích thước to hơn ko ạ
338604,Vậy mình lấy mẫu kia nhea
338605,Số 36 ngõ 46a ngách 46a 1 phạm ngọc thạch
338606,Nhà mình đang đi du lịch
338607,Khoảng 2 3 ngày nữa hãy ship nhé
338608,Nhớ giữ mẫu đó cho mình nhé
338609,Bạn ơi hôm nay ship thảm cho mình nhea
338610,Kèm quây là cái gì ạ 
338611,Thảm này nè shop
338612,Ukie ah
338613,0947062288
338614,Mình nhận thảm rồi Xinh lắm ạ
338615,N u shop đăng ảnh feedback thì che mặt bé giúp mình nhé 
338616,Shop ơi cho mình xin tư vấn gh ăn dặm cao ạ
338617,Mình đang tìm loại th từ 1 5tr đổ xuống có thể tháo rời hoặc gấ gọn ạ
338618,Vâng Mình muốn hỏi so sánh giữa các dòng gh cùng phân khúc í ạ
338619,À ahop cho mình xin giá xe đẩy travel luôn nhé
338620,shop có sữa glico thanh số 1 dạng 5 thanh gói ko ạ
338621,Giá Bnhiu bạn 
338622,Giá nhiu vậy Shop
338623,Bn 1 bộ vậy shop 
338624,Xe này bao nhiêu ạ 
338625,Ship về tp hu ah
338626,Giá của sp là bn ah
338627,Ship m caia nhé
338628,Cao thị diệu qu 242 lê duẩn tp hu 
338629,0905416797
338630,Shop coa ship hàng cho m chưa ah
338631,M chưa thấy hàng nơi
338632,Túi này giá bao nhiêu ah
338633,Shop oi sao m đặt hàng trên shoppe hoá đơn mình hơn 1tr mà k đc free ship nhỉ
338634,K phải shop ghi đơn hàng trên 180 là free ship rồi ah
338635,Trọn bộ xích đu cầu trượt 5in1 đg khuy n mãi giá bn th ah
338636,Shop bạn địa chỉ ở đâu mình qua xem hàng e bé 
338637,Có hạ dc 1 bên cạnh cũi xuống k b
338638,Bạn mình lại vừa cho 1 chi c rồi bạn ạ
338639,Ship cho t 1 thảm với
338640,A14 TT14 khu đô thị Văn Quán 0915530959 hoặc 0912825227 đường Chi n Thắng gần trường Victory Ms Mỹ Dung nhé
338641,Bạn ơi có thể ship luôn cho mình 1 xe tập đi ko
338642,Cậu còn màu gì
338643,Dài rộng th nào cậu ơi
338644,Gửi hình tớ xem với
338645,Lấy về thêm cho tớ 1 bộ kitty được ko
338646,Về trước t t ko cậu ơi
338647,Bộ này có cả màu hồng hả cậu
338648,Mà có bóng rổ tớ thích bộ kitty hơn
338649,Hôm nọ định mua mà lại ko mua
338650,Chậm tí lại h t mất
338651,Th mới chán chứ
338652,Cậu xem có lấy được ở đâu cho tớ 1 bộ ko
338653,4in như nào cậu
338654,Gửi tớ với
338655,Bộ này khi nào về thêm ới tớ nha
338656,Gửi tớ xem hình cái bô màu hồng với
338657,Bên cậu có xe đạp 3 bánh ko
338658,Cậu có cái xe nào màu hồng ko
338659,Tớ đang tìm màu hồng
338660,Lúc nào cậu ship tớ cái bô nhé
338661,Có xịn ko
338662,Cậu bảo xịn thì ship cho tớ nha
338663,Nhớ nhập cho tớ cái cầu trượt kitty đấy
338664,Vẫn địa chỉ cũ cho tớ nhea
338665,A14 TT14 khu đô thị Văn Quán đường Chi n thắng gần trường Victory Ms Mỹ Dung 0915530959 0903281311
338666,Ừ để tớ xem
338667,Tớ còn ko bi t đặt shopee th nào
338668,Giá bao nhiu đấy
338669,Mai ship tớ cầu trượt kitty nhé
338670,1106 CT1 Toà nhà Huyndai Tô Hiệu Hà Đông Ms Mỹ Dung 091 5423891 0903281311
338671,2 hộp thấm sữa này nữa nhé
338672,Mai ship cho c tầm 3h chiều nhé
338673,C quên mất sáng mai ô bà đi nhà thờ
338674,Mai lễ phục sinh
338675,C cám ơn
338676,Ship cho c cái gối nhé
338677,À c hỏi
338678,Cái xe đạp như nào
338679,C ko xem đc video
338680,Vì chỉ có 1 2 giây thôi
338681,Edgar cho bé bao nhiêu month
338682,Nadle bé 19m đc ko nhỉ
338683,C đang hỏi month cơ mà 
338684,Đọc nhầm à
338685,Gửi ảnh lun cho c
338686,Link shopee vào chậm quá mãi ko đc
338687,C nhìn qua qua
338688,Oiii c đang cần cái gối đấy quá
338689,Tìm mỏi mắt ko ra
338690,Nhà c dùng gối Lock Lock
